customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,tenure_bucket,services_count,monthly_to_total_ratio,has_internet_no_support,fiber_no_security,expected_tenure,clv,clv_quartile,Churn
1346,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.5,20.5,0,1,1.0,0,0,24,492.0,1,1
5063,1,0,0,0,1,1,2,1,0,0,0,0,2,0,0,0,2,84.5,84.5,0,4,1.0,1,1,24,2028.0,0,1
2084,0,0,0,0,6,1,0,1,0,0,0,0,2,2,0,1,2,89.5,573.3,3,4,0.16666666666666666,1,1,24,2148.0,0,1
3783,1,0,1,1,66,1,2,0,0,2,2,0,2,2,2,0,0,79.85,5234.95,2,7,0.015151515151515152,1,0,24,1916.3999999999999,0,0
5523,1,1,1,0,10,1,2,1,0,0,0,0,0,2,0,1,2,86.65,856.65,3,4,0.1,1,1,24,2079.6000000000004,0,1
456,1,0,0,0,71,1,2,1,2,0,0,2,0,2,1,0,1,97.65,6687.85,2,6,0.014084507042253521,0,0,24,2343.6000000000004,3,0
6158,0,0,1,1,71,1,0,0,2,0,2,0,2,2,2,0,1,77.55,5574.35,2,6,0.01408450704225352,1,0,24,1861.1999999999998,0,0
3261,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,20.05,20.05,0,1,1.0,0,0,24,481.20000000000005,1,0
5045,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.05,20.05,0,1,1.0,0,0,24,481.20000000000005,1,0
2781,0,0,1,1,70,1,2,0,2,0,0,0,0,2,1,0,0,65.2,4543.15,2,5,0.014285714285714287,1,0,24,1564.8000000000002,2,0
4302,0,0,0,0,25,1,0,2,1,1,1,1,1,1,1,0,1,19.9,527.5,2,1,0.04,0,0,24,477.59999999999997,1,0
935,1,0,1,1,4,1,0,2,1,1,1,1,1,1,2,0,1,19.55,68.8,0,1,0.25,0,0,24,469.20000000000005,1,0
5890,0,0,1,0,70,1,0,2,1,1,1,1,1,1,2,0,1,19.85,1328.35,2,1,0.014285714285714287,0,0,24,476.40000000000003,1,0
5833,1,0,1,0,70,1,2,0,2,0,2,2,0,2,2,0,1,77.3,5498.2,2,7,0.014285714285714285,0,0,24,1855.1999999999998,0,0
3601,1,0,0,1,72,0,1,0,2,2,2,2,2,2,2,0,1,67.2,4671.7,2,7,0.013888888888888888,0,0,24,1612.8000000000002,2,0
461,1,0,0,0,63,1,2,0,2,0,2,2,0,2,2,1,0,71.9,4479.2,2,7,0.015873015873015872,0,0,24,1725.6000000000001,0,0
68,0,0,1,0,71,0,1,0,0,2,2,2,2,2,2,0,0,58.25,4145.9,2,6,0.014084507042253521,0,0,24,1398.0,2,0
5328,1,0,0,0,12,1,2,1,0,0,0,0,2,2,0,1,2,96.05,1148.1,1,5,0.08333333333333334,1,1,24,2305.2,3,1
6781,1,0,1,1,63,1,0,2,1,1,1,1,1,1,2,0,3,19.7,1275.85,2,1,0.015873015873015872,0,0,24,472.79999999999995,1,0
5501,0,0,0,0,28,0,1,0,0,0,2,2,0,0,0,1,3,35.75,961.4,2,3,0.03571428571428571,0,0,24,858.0,2,0
6242,0,0,0,0,48,1,2,0,2,2,2,0,2,2,1,1,1,83.45,3887.85,2,8,0.020833333333333332,1,0,24,2002.8000000000002,0,0
6963,0,0,1,1,72,0,1,0,0,2,2,2,2,2,2,1,2,60.0,4264.0,2,6,0.013888888888888888,0,0,24,1440.0,2,0
6319,1,0,0,0,51,1,2,1,2,2,0,0,2,0,1,1,2,94.8,4837.6,2,6,0.0196078431372549,1,0,24,2275.2,3,1
1095,1,0,0,0,35,1,2,1,0,0,0,0,0,0,0,0,1,75.35,2636.05,2,3,0.02857142857142857,1,1,24,1808.3999999999999,0,1
1055,1,1,1,0,61,1,2,1,0,2,2,2,2,0,1,1,3,98.3,6066.55,2,7,0.016393442622950817,0,1,24,2359.2,3,0
219,1,0,0,0,72,0,1,0,2,0,2,2,2,2,2,1,1,61.2,4390.25,2,6,0.013888888888888888,0,0,24,1468.8000000000002,2,0
1284,1,0,0,0,8,1,0,0,2,0,2,0,0,2,0,1,2,66.7,579.0,3,5,0.125,1,0,24,1600.8000000000002,2,0
3535,1,0,0,0,10,0,1,0,0,0,2,0,0,0,0,0,3,29.5,255.25,3,2,0.1,1,0,24,708.0,1,1
2895,0,0,0,0,12,1,2,0,0,0,0,2,2,2,1,1,3,75.85,854.45,1,6,0.08333333333333333,0,0,24,1820.3999999999999,0,0
2173,0,0,1,0,8,1,2,1,0,0,0,0,0,2,0,1,1,85.2,627.4,3,4,0.125,1,1,24,2044.8000000000002,0,1
1393,1,0,0,0,5,1,0,1,0,0,0,0,0,0,0,1,2,69.75,324.6,0,2,0.2,1,1,24,1674.0,2,1
6322,0,0,0,0,29,1,2,1,0,0,2,0,2,2,0,1,1,98.6,2933.2,2,6,0.034482758620689655,1,1,24,2366.3999999999996,3,1
1730,1,0,1,1,25,1,2,0,0,0,0,2,0,0,1,1,3,55.1,1466.1,2,4,0.04,0,0,24,1322.4,2,0
932,1,0,1,1,27,1,2,0,0,0,0,2,2,2,0,0,0,71.6,1957.1,2,6,0.037037037037037035,0,0,24,1718.3999999999999,0,0
2043,0,0,0,0,35,0,1,0,0,0,2,2,0,0,0,1,3,33.45,1175.85,2,3,0.028571428571428574,0,0,24,802.8000000000001,1,0
2812,0,0,1,1,58,1,0,1,0,2,2,0,2,0,0,1,2,91.55,5511.65,2,5,0.017241379310344827,1,1,24,2197.2,3,0
6199,0,0,0,1,17,1,0,0,0,0,0,0,2,2,0,1,3,64.7,1093.1,1,4,0.058823529411764705,1,0,24,1552.8000000000002,2,1
2470,1,1,1,0,32,1,2,1,0,0,0,0,0,2,0,0,2,85.3,2661.1,2,4,0.03125,1,1,24,2047.1999999999998,0,1
6964,0,0,1,0,25,1,2,0,0,2,0,0,0,0,0,0,2,54.1,1373.0,2,4,0.04,1,0,24,1298.4,2,0
2480,1,0,1,1,12,1,2,2,1,1,1,1,1,1,2,1,0,24.0,269.65,1,2,0.08333333333333333,0,0,24,576.0,1,0
5217,0,0,1,1,51,0,1,0,2,0,0,2,0,0,2,0,0,34.2,1782.0,2,3,0.0196078431372549,0,0,24,820.8000000000001,1,0
2772,1,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,3,50.9,50.9,0,3,1.0,1,0,24,1221.6,2,1
1241,1,0,0,0,42,1,2,2,1,1,1,1,1,1,1,0,2,25.05,949.85,2,2,0.023809523809523808,0,0,24,601.2,1,0
6989,0,0,0,0,42,1,0,1,0,2,2,2,2,2,0,1,0,103.8,4327.5,2,7,0.02380952380952381,0,1,24,2491.2,3,0
5221,1,0,0,0,37,1,0,0,2,2,2,2,0,0,2,0,0,65.6,2313.8,2,6,0.027027027027027025,0,0,24,1574.3999999999999,2,0
1656,0,0,1,1,61,0,1,0,2,2,0,2,0,2,1,1,0,50.7,3088.75,2,5,0.01639344262295082,0,0,24,1216.8000000000002,2,0
6181,1,0,1,1,19,1,0,2,1,1,1,1,1,1,1,0,3,19.9,357.7,1,1,0.052631578947368425,0,0,24,477.59999999999997,1,0
3470,0,1,1,0,55,1,2,1,0,2,2,2,0,0,0,0,2,90.45,5044.8,2,6,0.01818181818181818,0,1,24,2170.8,3,0
195,0,0,1,0,71,1,0,0,2,2,2,2,2,2,1,1,0,84.8,6046.1,2,8,0.01408450704225352,0,0,24,2035.1999999999998,0,0
2427,1,0,1,1,40,1,2,2,1,1,1,1,1,1,2,0,1,25.25,1006.9,2,2,0.025,0,0,24,606.0,1,0
2316,1,0,0,0,50,1,0,1,2,2,0,2,0,2,0,1,1,93.5,4747.5,2,6,0.02,0,0,24,2244.0,3,0
4699,0,0,0,0,6,0,1,0,2,0,0,0,0,0,0,0,0,29.45,161.45,3,2,0.16666666666666669,1,0,24,706.8,1,0
5950,1,0,0,0,4,1,0,0,2,0,2,0,0,0,0,0,2,56.75,245.15,0,4,0.25,1,0,24,1362.0,2,0
3001,0,1,1,1,56,1,0,0,2,0,0,2,2,2,2,1,1,72.6,4084.35,2,6,0.01785714285714286,0,0,24,1742.3999999999999,0,0
3583,0,0,0,0,59,1,2,2,1,1,1,1,1,1,2,0,2,24.45,1493.1,2,2,0.01694915254237288,0,0,24,586.8,1,0
3364,1,0,1,1,7,1,0,2,1,1,1,1,1,1,0,1,0,20.25,174.7,3,1,0.14285714285714285,0,0,24,486.0,1,0
5203,1,0,0,1,32,1,0,2,1,1,1,1,1,1,2,0,3,20.5,696.8,2,1,0.03125,0,0,24,492.0,1,0
5383,0,0,0,0,12,1,0,1,2,0,0,0,2,0,1,1,1,85.15,979.05,1,4,0.08333333333333333,1,0,24,2043.6000000000001,0,0
921,1,0,1,1,18,0,1,0,0,2,2,0,2,0,1,0,1,46.4,812.4,1,4,0.05555555555555556,1,0,24,1113.6,2,0
2885,0,0,1,1,56,1,2,0,2,2,0,0,0,2,1,0,0,68.75,3815.4,2,6,0.017857142857142856,1,0,24,1650.0,2,0
3168,0,0,0,0,16,1,2,1,0,0,0,0,0,0,0,1,1,74.75,1129.35,1,3,0.0625,1,1,24,1794.0,0,0
4596,1,0,0,0,45,1,0,1,2,2,2,2,2,2,1,0,1,112.2,5031.85,2,8,0.022222222222222223,0,0,24,2692.8,3,0
3449,1,0,0,0,63,1,2,0,2,2,2,2,0,0,1,0,2,71.5,4576.3,2,7,0.015873015873015872,0,0,24,1716.0,0,0
5366,1,1,0,0,3,1,2,1,0,0,0,0,0,0,0,1,2,76.05,231.8,0,3,0.33333333333333337,1,1,24,1825.1999999999998,0,1
6370,0,0,1,0,43,1,0,0,2,0,2,2,2,2,2,1,2,78.8,3460.3,2,7,0.023255813953488372,0,0,24,1891.1999999999998,0,0
3461,1,0,1,1,54,1,2,0,0,2,0,2,2,0,1,1,2,70.7,3770.0,2,6,0.018518518518518517,0,0,24,1696.8000000000002,0,0
5401,1,0,0,0,15,1,2,2,1,1,1,1,1,1,0,1,2,26.35,378.6,1,2,0.06666666666666667,0,0,24,632.4000000000001,1,0
3326,1,0,1,1,72,1,2,0,2,2,2,2,0,0,2,0,1,72.1,5016.65,2,7,0.013888888888888888,0,0,24,1730.3999999999999,0,0
883,1,1,0,0,70,0,1,0,0,2,2,0,2,0,1,1,1,44.05,3011.65,2,4,0.014285714285714285,1,0,24,1057.1999999999998,2,0
2146,1,0,1,0,47,1,0,2,1,1,1,1,1,1,1,0,0,19.9,942.95,2,1,0.02127659574468085,0,0,24,477.59999999999997,1,0
274,1,0,0,0,3,1,2,1,0,0,0,0,0,0,0,1,2,74.4,229.55,0,3,0.3333333333333333,1,1,24,1785.6000000000001,0,1
1121,1,1,0,0,4,0,1,0,0,2,0,0,2,2,0,1,1,50.95,207.35,0,4,0.25,1,0,24,1222.8000000000002,2,0
1784,1,0,1,1,72,1,0,2,1,1,1,1,1,1,2,1,1,19.8,1414.65,2,1,0.013888888888888888,0,0,24,475.20000000000005,1,0
1035,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3,25.7,25.7,0,1,1.0,1,0,24,616.8,1,1
3555,0,0,1,0,72,1,2,1,2,2,2,2,2,2,2,1,0,113.65,8182.75,2,9,0.01388888888888889,0,0,24,2727.6000000000004,3,0
5450,0,1,1,0,17,1,2,1,0,0,0,0,2,2,0,1,2,92.55,1614.7,1,5,0.058823529411764705,1,1,24,2221.2,3,0
977,1,0,1,0,70,1,0,1,2,2,0,2,0,0,2,0,0,84.6,5706.2,2,5,0.014285714285714285,0,0,24,2030.3999999999999,0,0
907,1,1,0,0,52,1,2,1,0,2,2,2,2,2,0,1,2,110.75,5832.0,2,8,0.019230769230769232,0,1,24,2658.0,3,0
679,1,1,0,1,7,1,0,0,0,0,0,0,0,0,0,1,3,45.75,344.2,3,2,0.14285714285714285,1,0,24,1098.0,2,0
5267,1,1,0,0,64,1,2,1,2,2,0,0,2,2,0,1,0,103.5,6548.65,2,7,0.015625,1,0,24,2484.0,3,0
2816,1,0,0,0,63,1,0,0,2,2,2,2,2,2,2,1,0,86.7,5309.5,2,8,0.015873015873015872,0,0,24,2080.8,0,0
882,0,1,0,0,4,1,2,1,0,0,2,0,0,2,0,1,2,88.85,372.45,0,5,0.25,1,1,24,2132.3999999999996,0,1
682,0,0,0,0,7,1,0,2,1,1,1,1,1,1,0,0,0,20.0,137.6,3,1,0.14285714285714285,0,0,24,480.0,1,1
4440,1,0,1,0,68,1,2,0,2,2,2,2,2,2,2,1,1,90.8,6302.85,2,9,0.014705882352941176,0,0,24,2179.2,3,0
3861,1,1,1,0,41,1,0,1,0,2,0,0,2,2,0,1,2,94.55,3851.45,2,5,0.024390243902439025,1,1,24,2269.2,3,0
4621,1,0,1,1,38,1,0,0,2,0,2,2,2,2,2,0,1,81.0,3084.9,2,7,0.02631578947368421,0,0,24,1944.0,0,0
639,0,0,1,0,41,1,0,2,1,1,1,1,1,1,2,0,1,20.65,875.55,2,1,0.024390243902439022,0,0,24,495.59999999999997,1,0
1582,1,0,1,0,28,1,0,1,0,0,0,2,0,0,0,0,0,76.55,2065.4,2,3,0.03571428571428571,0,1,24,1837.1999999999998,0,0
1615,0,0,1,1,7,1,0,2,1,1,1,1,1,1,1,0,3,20.65,134.05,3,1,0.14285714285714288,0,0,24,495.59999999999997,1,0
6133,1,0,0,0,1,1,0,1,0,0,0,2,0,0,0,0,2,74.0,74.0,0,3,1.0,0,1,24,1776.0,0,0
4260,0,0,1,0,61,1,2,1,0,2,0,2,0,2,2,1,0,94.35,5703.0,2,6,0.01639344262295082,0,1,24,2264.3999999999996,3,0
4711,0,0,0,0,30,1,0,0,2,2,2,2,2,2,1,0,0,85.35,2530.4,2,8,0.03333333333333333,0,0,24,2048.3999999999996,0,1
5906,1,0,0,0,9,0,1,0,2,0,2,2,0,2,1,0,3,50.8,463.6,3,5,0.1111111111111111,0,0,24,1219.1999999999998,2,0
749,0,0,1,1,45,0,1,0,0,2,2,2,0,2,1,0,0,51.0,2264.5,2,5,0.022222222222222223,0,0,24,1224.0,2,0
1050,0,0,0,0,24,1,2,2,1,1,1,1,1,1,2,0,1,25.15,553.0,2,2,0.04166666666666667,0,0,24,603.5999999999999,1,0
247,1,0,1,0,36,1,0,1,2,0,0,0,2,2,0,1,2,93.6,3366.05,2,5,0.027777777777777776,1,0,24,2246.3999999999996,3,0
6403,0,0,0,0,70,1,2,2,1,1,1,1,1,1,1,0,1,26.05,1856.4,2,2,0.014285714285714285,0,0,24,625.2,1,0
1804,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.6,69.6,0,2,1.0,1,1,24,1670.3999999999999,2,1
3676,1,0,0,0,10,1,0,1,0,0,0,2,2,2,0,1,1,95.1,865.1,3,5,0.09999999999999999,0,1,24,2282.3999999999996,3,0
5202,1,0,1,1,25,1,0,2,1,1,1,1,1,1,1,0,2,19.6,411.15,2,1,0.04,0,0,24,470.40000000000003,1,0
3552,0,0,0,0,38,1,2,0,2,2,2,0,2,2,1,0,0,84.1,3187.65,2,8,0.026315789473684213,1,0,24,2018.3999999999999,0,0
230,0,1,0,0,56,1,2,1,0,2,2,2,2,0,2,1,0,99.9,5706.3,2,7,0.017857142857142856,0,1,24,2397.6000000000004,3,0
6464,0,0,1,1,14,1,2,2,1,1,1,1,1,1,0,0,3,25.55,372.45,1,2,0.07142857142857144,0,0,24,613.2,1,0
1302,1,0,1,1,33,1,0,2,1,1,1,1,1,1,1,0,1,20.1,620.55,2,1,0.0303030303030303,0,0,24,482.40000000000003,1,0
6775,0,0,0,0,6,1,0,1,0,0,0,0,0,0,0,0,1,70.55,433.95,3,2,0.16666666666666669,1,1,24,1693.1999999999998,0,0
3720,0,0,0,0,47,1,0,0,0,0,2,2,2,2,2,0,3,74.45,3510.3,2,6,0.02127659574468085,0,0,24,1786.8000000000002,0,0
1809,1,0,0,0,2,1,0,2,1,1,1,1,1,1,0,1,3,19.65,38.8,0,1,0.5,0,0,24,471.59999999999997,1,0
0,0,0,1,1,9,1,0,0,0,2,0,2,2,0,1,1,3,65.6,593.3,3,5,0.1111111111111111,0,0,24,1574.3999999999999,2,0
1838,0,0,0,0,4,1,2,1,0,2,0,0,0,0,0,1,3,80.3,324.2,0,4,0.25,1,1,24,1927.1999999999998,0,0
5062,0,0,1,0,72,1,2,2,1,1,1,1,1,1,2,0,0,24.65,1830.05,2,2,0.013888888888888888,0,0,24,591.5999999999999,1,0
2980,0,0,0,1,1,1,0,1,0,0,0,0,2,2,0,1,2,89.35,89.35,0,4,1.0,1,1,24,2144.3999999999996,0,0
3056,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,44.75,44.75,0,2,1.0,1,0,24,1074.0,2,0
538,0,0,0,0,4,1,2,1,2,0,0,0,0,0,0,1,2,80.15,319.85,0,4,0.25,1,0,24,1923.6000000000001,0,0
6195,1,0,0,0,44,1,0,1,0,2,0,2,2,2,0,0,2,100.55,4398.15,2,6,0.022727272727272728,0,1,24,2413.2,3,1
5353,0,0,0,0,16,1,0,1,0,2,2,0,0,2,0,1,1,93.2,1573.7,1,5,0.0625,1,1,24,2236.8,3,1
4812,0,0,1,1,49,1,2,2,1,1,1,1,1,1,2,0,3,25.25,1211.65,2,2,0.02040816326530612,0,0,24,606.0,1,0
3746,0,1,0,0,2,1,0,1,0,0,0,0,0,0,0,1,2,69.6,131.65,0,2,0.5,1,1,24,1670.3999999999999,2,1
6032,0,0,0,0,14,1,0,1,0,2,0,2,0,0,0,1,1,80.05,1112.3,1,4,0.07142857142857142,0,1,24,1921.1999999999998,0,0
3191,0,0,0,0,10,1,0,1,0,0,0,0,0,2,0,1,0,80.25,846.0,3,3,0.1,1,1,24,1926.0,0,1
150,0,1,0,0,67,1,0,1,2,2,0,2,2,0,2,1,0,92.45,6140.85,2,6,0.014925373134328358,0,0,24,2218.8,3,0
3310,1,1,1,0,20,1,2,1,0,2,0,2,2,2,0,0,2,107.05,2172.05,1,7,0.049999999999999996,0,1,24,2569.2,3,0
913,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,25.05,189.95,3,1,0.14285714285714288,1,0,24,601.2,1,0
3309,1,0,0,1,45,1,2,1,0,0,2,0,2,2,2,0,0,99.7,4634.35,2,6,0.022222222222222223,1,1,24,2392.8,3,0
5186,0,0,1,1,14,1,0,1,0,0,0,0,0,0,0,0,2,70.2,1046.5,1,2,0.07142857142857142,1,1,24,1684.8000000000002,2,0
3841,0,0,1,1,60,1,0,0,0,2,2,2,2,2,2,1,0,80.6,4946.7,2,7,0.016666666666666666,0,0,24,1934.3999999999999,0,0
5756,1,0,0,0,54,1,0,0,2,2,0,2,2,0,0,1,3,69.9,3883.3,2,6,0.018518518518518517,0,0,24,1677.6000000000001,2,0
5365,0,1,1,1,46,1,2,1,2,2,0,2,2,2,0,1,2,110.2,4972.1,2,8,0.02173913043478261,0,0,24,2644.8,3,0
4181,1,1,1,0,34,1,0,1,2,0,0,2,2,0,1,0,3,90.15,3128.8,2,5,0.029411764705882353,0,0,24,2163.6000000000004,3,0
1186,1,0,1,0,1,1,0,1,0,0,2,0,0,0,0,0,1,75.35,75.35,0,3,1.0,1,1,24,1808.3999999999999,0,0
690,0,0,0,0,41,1,2,2,1,1,1,1,1,1,1,1,3,24.85,962.25,2,2,0.024390243902439025,0,0,24,596.4000000000001,1,0
5272,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.9,20.9,0,1,1.0,0,0,24,501.59999999999997,1,1
99,1,1,1,0,33,1,2,1,2,0,2,2,2,2,0,1,0,109.9,3694.7,2,8,0.030303030303030304,0,0,24,2637.6000000000004,3,0
5340,1,0,1,1,58,1,2,1,0,0,2,2,2,2,1,1,0,105.05,6004.85,2,7,0.017241379310344827,0,1,24,2521.2,3,0
2920,1,0,0,0,35,1,2,2,1,1,1,1,1,1,0,1,2,25.6,901.25,2,2,0.028571428571428574,0,0,24,614.4000000000001,1,0
6992,0,0,0,0,14,1,2,1,0,0,2,0,0,0,0,1,2,80.45,1072.0,1,4,0.07142857142857144,1,1,24,1930.8000000000002,0,1
4749,0,1,0,0,5,1,0,1,0,0,0,0,0,2,0,0,2,78.95,378.4,0,3,0.2,1,1,24,1894.8000000000002,0,1
3635,1,0,0,0,67,1,0,2,1,1,1,1,1,1,2,0,0,19.95,1311.75,2,1,0.01492537313432836,0,0,24,478.79999999999995,1,0
2420,1,0,1,1,15,1,0,0,0,2,2,2,0,2,0,1,3,69.5,1071.4,1,6,0.06666666666666667,0,0,24,1668.0,2,0
536,1,0,0,0,16,1,0,2,1,1,1,1,1,1,0,1,1,20.6,330.25,1,1,0.0625,0,0,24,494.40000000000003,1,0
3877,1,0,1,1,19,1,2,1,0,0,2,2,2,2,0,0,2,103.3,2012.7,1,7,0.05263157894736842,0,1,24,2479.2,3,1
5488,1,0,1,1,72,0,1,0,2,0,2,2,2,2,2,0,0,60.95,4549.05,2,6,0.013888888888888888,0,0,24,1462.8000000000002,2,0
6023,1,0,1,1,59,1,0,2,1,1,1,1,1,1,2,0,3,19.5,1147.85,2,1,0.01694915254237288,0,0,24,468.0,1,0
818,1,0,0,0,13,1,0,1,0,0,0,0,2,2,0,1,2,91.1,1135.7,1,4,0.07692307692307693,1,1,24,2186.3999999999996,3,1
460,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,1,2,54.65,54.65,0,3,1.0,1,0,24,1311.6,2,0
4423,0,0,1,1,72,1,2,1,2,2,0,2,2,0,2,0,0,99.9,7251.7,2,7,0.01388888888888889,0,0,24,2397.6000000000004,3,0
1114,1,1,1,0,20,1,2,1,0,0,0,0,2,2,0,1,2,94.55,1899.65,1,5,0.049999999999999996,1,1,24,2269.2,3,1
5557,1,0,0,0,58,1,2,1,0,0,0,2,0,0,0,0,0,80.65,4807.35,2,4,0.017241379310344827,0,1,24,1935.6000000000001,0,0
4586,0,0,1,0,4,1,0,2,1,1,1,1,1,1,0,0,2,20.15,91.4,0,1,0.25,0,0,24,483.59999999999997,1,0
3432,1,1,1,1,66,1,2,1,2,2,2,2,2,2,1,1,2,116.25,7862.25,2,9,0.015151515151515152,0,0,24,2790.0,3,0
5460,1,0,1,1,14,1,0,0,2,2,0,0,2,0,0,1,2,65.45,937.6,1,5,0.07142857142857142,1,0,24,1570.8000000000002,2,1
5834,1,0,1,1,72,1,2,1,2,2,2,2,2,2,2,0,0,114.55,8306.05,2,9,0.013888888888888888,0,0,24,2749.2,3,0
4798,0,0,0,0,63,1,2,0,2,2,2,2,0,2,2,1,1,80.3,4995.35,2,8,0.015873015873015872,0,0,24,1927.1999999999998,0,0
3589,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,2,20.65,20.65,0,1,1.0,0,0,24,495.59999999999997,1,0
546,0,0,0,1,3,1,0,0,2,0,0,2,0,0,0,1,3,55.1,154.65,0,4,0.3333333333333333,0,0,24,1322.4,2,1
5500,1,0,1,1,8,1,0,0,0,0,2,0,0,0,0,1,2,51.05,415.05,3,3,0.125,1,0,24,1225.1999999999998,2,1
5514,0,0,1,1,72,1,2,1,2,2,0,0,2,0,2,1,2,95.1,6843.15,2,6,0.013888888888888888,1,0,24,2282.3999999999996,3,0
4754,0,0,0,1,35,1,0,0,2,2,0,0,0,0,1,0,1,55.6,2016.45,2,4,0.02857142857142857,1,0,24,1334.4,2,0
2462,1,1,0,0,26,1,0,2,1,1,1,1,1,1,1,0,1,19.3,504.2,2,1,0.038461538461538464,0,0,24,463.20000000000005,1,0
5400,1,0,0,0,54,1,2,0,2,0,2,2,2,2,2,0,0,87.1,4735.2,2,8,0.018518518518518517,0,0,24,2090.3999999999996,0,0
524,1,0,0,0,66,1,2,0,2,2,2,0,0,2,2,1,1,74.6,4798.4,2,7,0.015151515151515152,1,0,24,1790.3999999999999,0,0
5329,1,0,0,0,3,1,0,2,1,1,1,1,1,1,0,1,3,19.65,68.35,0,1,0.3333333333333333,0,0,24,471.59999999999997,1,0
6117,0,0,1,0,72,1,2,0,2,0,2,2,2,2,2,1,1,84.4,6096.45,2,8,0.01388888888888889,0,0,24,2025.6000000000001,0,0
5691,0,0,1,0,40,1,2,0,0,2,0,0,0,0,0,0,1,56.6,2379.1,2,4,0.025,1,0,24,1358.4,2,0
3130,0,0,0,0,61,1,2,1,0,2,2,0,2,2,1,1,2,103.95,6423.0,2,7,0.01639344262295082,1,1,24,2494.8,3,0
329,0,0,0,0,49,1,0,0,0,0,2,2,2,2,2,1,0,74.45,3721.9,2,6,0.02040816326530612,0,0,24,1786.8000000000002,0,0
2250,1,0,1,1,0,1,2,2,1,1,1,1,1,1,2,0,3,25.35,0.0,0,2,25.35,0,0,24,608.4000000000001,1,0
6908,1,0,1,1,71,1,2,0,2,2,0,2,0,0,1,1,1,66.85,4748.7,2,6,0.014084507042253521,0,0,24,1604.3999999999999,2,0
4136,0,0,1,1,33,1,2,1,0,2,2,2,0,0,0,0,1,88.6,2888.7,2,6,0.030303030303030304,0,1,24,2126.3999999999996,0,0
1399,0,1,0,0,23,1,2,1,0,0,2,0,0,0,0,1,3,79.35,1835.3,1,4,0.043478260869565216,1,1,24,1904.3999999999999,0,0
1504,0,0,1,1,26,1,0,1,2,2,0,0,0,0,0,0,2,81.95,2070.05,2,4,0.03846153846153846,1,0,24,1966.8000000000002,0,0
5405,0,0,1,0,2,0,1,0,0,0,0,0,2,2,0,0,2,44.6,97.1,0,3,0.5,1,0,24,1070.4,2,1
6589,1,1,1,0,27,1,0,1,0,0,0,0,0,0,0,1,2,70.55,1943.9,2,2,0.037037037037037035,1,1,24,1693.1999999999998,0,0
5275,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,1,49.8,49.8,0,3,1.0,1,0,24,1195.1999999999998,2,0
4852,0,0,1,1,26,1,2,0,0,2,0,2,0,0,0,1,2,60.05,1616.15,2,5,0.038461538461538464,0,0,24,1441.1999999999998,2,1
581,1,0,1,0,72,1,2,1,2,2,2,2,0,2,2,0,0,105.6,7581.5,2,8,0.013888888888888888,0,0,24,2534.3999999999996,3,0
5377,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,46.3,46.3,0,2,1.0,1,0,24,1111.1999999999998,2,1
5823,0,0,1,1,14,1,2,0,0,2,0,2,2,2,0,0,1,80.45,1137.05,1,7,0.07142857142857144,0,0,24,1930.8000000000002,0,0
3965,0,0,1,1,58,1,0,1,2,2,0,0,2,2,1,0,1,99.25,5846.65,2,6,0.017241379310344827,1,0,24,2382.0,3,0
390,0,0,1,0,16,1,2,1,2,2,2,0,0,0,0,0,2,90.7,1374.9,1,6,0.0625,1,0,24,2176.8,3,0
6610,0,0,0,0,62,1,2,1,0,0,0,0,2,2,1,1,0,94.0,5757.2,2,5,0.016129032258064516,1,1,24,2256.0,3,0
4199,1,0,0,0,69,1,2,0,2,2,2,2,0,2,2,1,1,81.5,5553.25,2,8,0.014492753623188406,0,0,24,1956.0,0,0
6265,1,0,0,0,28,1,2,1,0,2,2,0,2,2,0,1,2,105.7,2979.5,2,7,0.03571428571428572,1,1,24,2536.8,3,1
782,0,0,1,0,30,1,0,0,0,2,2,2,0,2,1,0,0,70.25,2198.9,2,6,0.03333333333333333,0,0,24,1686.0,2,0
2125,0,1,0,0,53,1,0,1,0,2,0,0,0,0,0,1,1,73.8,4003.85,2,3,0.01886792452830189,1,1,24,1771.1999999999998,0,0
1141,1,0,1,0,12,1,0,2,1,1,1,1,1,1,1,0,0,19.8,202.25,1,1,0.08333333333333333,0,0,24,475.20000000000005,1,0
